Id,SalePrice
1461,113800.96
1462,165218.34
1463,187597.18
1464,195441.29
1465,203414.43
1466,167464.44
1467,178059.21
1468,156522.06
1469,210244.87
1470,114207.63
1471,162353.08
1472,96299.07
1473,92051.51
1474,146054.88
1475,103331.18
1476,373730.56
1477,259170.08
1478,303096.88
1479,298167.61
1480,475753.4
1481,315087.63
1482,205375.59
1483,176628.58
1484,160513.25
1485,180549.58
1486,192703.78
1487,329043.33
1488,225171.71
1489,204303.79
1490,256808.32
1491,199203.91
1492,96336.13
1493,191180.57
1494,286763.04
1495,282332.19
1496,241630.12
1497,174966.36
1498,173189.14
1499,161941.47
1500,149834.85
1501,194461.46
1502,134338.46
1503,366031.8
1504,234942.04
1505,225737.45
1506,193261.97
1507,257268.6
1508,196469.15
1509,155274.27
1510,147777.91
1511,160138.68
1512,177189.09
1513,152493.74
1514,166137.09
1515,210513.18
1516,157049.41
1517,184769.24
1518,118460.24
1519,222522.3
1520,127563.61
1521,134931.38
1522,187324.63
1523,110291.02
1524,125241.86
1525,117574.6
1526,101796.76
1527,97654.51
1528,135349.48
1529,160825.12
1530,211206.48
1531,116996.0
1532,88149.28
1533,162262.03
1534,122917.81
1535,157281.2
1536,96930.4
1537,43980.06
1538,151168.98
1539,199601.96
1540,119751.24
1541,136663.33
1542,154780.34
1543,192946.88
1544,71027.34
1545,120130.05
1546,127682.59
1547,133978.17
1548,145256.24
1549,119248.6
1550,140904.56
1551,105357.91
1552,159078.28
1553,154252.99
1554,118286.34
1555,158490.85
1556,69081.95
1557,134867.67
1558,105876.38
1559,55823.02
1560,117085.92
1561,151601.48
1562,126899.22
1563,128062.52
1564,156117.23
1565,151780.72
1566,229168.8
1567,69667.69
1568,220735.8
1569,134319.66
1570,120050.52
1571,98650.51
1572,152244.12
1573,274573.63
1574,139566.97
1575,240744.23
1576,235876.77
1577,183823.53
1578,144565.22
1579,146810.83
1580,188011.42
1581,153404.74
1582,127750.55
1583,282849.58
1584,218501.42
1585,131363.23
1586,76978.26
1587,104229.51
1588,159693.44
1589,105837.36
1590,125527.86
1591,94068.23
1592,133854.53
1593,122648.38
1594,139050.65
1595,115910.32
1596,226433.05
1597,207389.94
1598,217204.34
1599,186512.18
1600,164940.56
1601,51376.0
1602,125630.9
1603,41015.39
1604,276885.66
1605,226856.62
1606,156264.04
1607,170039.79
1608,201375.15
1609,187895.79
1610,153655.13
1611,132604.37
1612,182485.43
1613,163838.74
1614,131871.2
1615,93109.84
1616,71057.34
1617,83668.31
1618,130485.43
1619,141410.33
1620,186809.82
1621,129397.57
1622,143410.39
1623,257401.75
1624,206706.4
1625,114400.47
1626,168047.66
1627,189576.17
1628,280968.63
1629,178012.89
1630,368270.13
1631,246661.28
1632,251010.12
1633,173672.14
1634,184163.11
1635,167346.92
1636,142027.01
1637,204478.77
1638,182165.39
1639,184944.49
1640,244466.89
1641,180821.59
1642,250770.63
1643,220933.19
1644,235486.06
1645,214248.49
1646,151970.57
1647,154303.41
1648,127924.92
1649,126076.79
1650,114755.12
1651,114392.82
1652,98374.97
1653,94969.22
1654,145739.87
1655,118448.5
1656,141970.72
1657,154394.9
1658,147464.56
1659,123974.78
1660,147950.48
1661,432547.92
1662,380680.68
1663,382044.08
1664,513509.06
1665,328651.35
1666,321340.54
1667,376877.46
1668,352529.79
1669,311121.74
1670,353387.74
1671,269006.12
1672,403120.47
1673,291810.51
1674,245565.42
1675,204039.37
1676,205035.82
1677,218757.16
1678,476396.45
1679,384685.12
1680,336159.1
1681,272455.39
1682,321182.84
1683,192883.95
1684,167399.29
1685,167341.63
1686,160455.93
1687,165761.14
1688,185814.47
1689,185559.86
1690,187964.13
1691,175573.63
1692,246383.07
1693,171494.7
1694,179467.06
1695,166006.94
1696,268512.55
1697,174115.96
1698,337147.15
1699,315724.22
1700,268803.22
1701,275194.71
1702,237717.15
1703,226864.15
1704,268493.69
1705,240705.71
1706,392327.7
1707,223228.99
1708,204109.68
1709,249342.51
1710,223344.2
1711,269008.52
1712,257104.4
1713,281326.5
1714,228361.4
1715,206731.63
1716,186095.53
1717,172421.85
1718,150375.0
1719,230875.31
1720,247272.03
1721,149528.45
1722,117624.19
1723,149276.98
1724,217084.51
1725,239015.06
1726,185990.41
1727,144095.68
1728,153767.57
1729,170782.15
1730,152891.36
1731,110198.06
1732,132817.42
1733,109737.9
1734,119780.74
1735,93171.74
1736,92695.85
1737,283276.45
1738,267321.56
1739,251607.41
1740,227224.72
1741,196323.55
1742,179381.23
1743,170716.57
1744,362896.34
1745,231868.12
1746,191571.35
1747,219147.6
1748,222088.26
1749,132090.95
1750,130455.74
1751,230466.36
1752,110427.04
1753,160592.87
1754,194560.43
1755,168524.63
1756,142820.57
1757,116721.06
1758,143057.89
1759,162415.08
1760,158615.7
1761,156441.74
1762,186264.44
1763,192388.98
1764,111584.59
1765,196451.7
1766,193542.49
1767,230163.24
1768,140130.29
1769,162034.18
1770,148177.29
1771,121344.3
1772,134660.71
1773,111953.99
1774,154302.34
1775,138853.07
1776,128147.93
1777,108377.77
1778,147370.93
1779,131559.64
1780,161857.11
1781,125183.88
1782,76090.62
1783,141421.64
1784,101704.6
1785,137250.55
1786,130832.39
1787,151805.3
1788,57435.03
1789,97267.83
1790,66992.27
1791,198027.85
1792,168297.34
1793,136545.44
1794,164336.27
1795,136493.87
1796,134735.1
1797,113648.32
1798,122467.35
1799,99480.51
1800,122194.69
1801,127770.91
1802,112424.37
1803,158937.61
1804,122313.65
1805,127327.77
1806,123639.41
1807,137538.76
1808,117646.86
1809,131839.74
1810,140488.27
1811,167552.44
1812,109486.57
1813,139991.37
1814,97888.97
1815,53965.98
1816,104318.79
1817,110321.8
1818,170807.08
1819,135504.93
1820,32412.49
1821,109313.71
1822,150228.05
1823,31859.08
1824,137543.84
1825,148703.87
1826,99181.24
1827,106044.3
1828,138304.87
1829,125764.09
1830,150199.05
1831,159390.71
1832,17101.12
1833,148598.85
1834,115972.83
1835,119964.25
1836,138020.21
1837,81901.1
1838,124869.06
1839,106500.66
1840,158733.89
1841,136515.39
1842,64678.57
1843,141635.76
1844,139837.35
1845,144647.16
1846,152801.62
1847,168352.6
1848,39643.21
1849,112942.49
1850,116205.5
1851,153071.25
1852,104409.09
1853,121945.31
1854,171906.56
1855,159546.83
1856,222746.83
1857,132863.74
1858,143522.42
1859,112922.97
1860,139432.07
1861,111822.45
1862,294348.56
1863,281876.87
1864,281909.77
1865,366713.89
1866,345847.67
1867,210663.54
1868,290942.42
1869,203097.19
1870,216806.06
1871,259588.64
1872,168942.25
1873,246345.81
1874,139429.56
1875,193008.73
1876,201514.28
1877,209588.84
1878,196728.3
1879,137390.61
1880,129615.11
1881,243955.18
1882,237770.02
1883,176839.57
1884,202661.6
1885,233772.75
1886,288589.01
1887,216017.24
1888,256112.99
1889,169382.35
1890,103545.92
1891,102514.38
1892,101828.74
1893,133421.87
1894,120920.88
1895,136044.32
1896,121554.07
1897,111602.68
1898,105642.74
1899,167669.04
1900,154035.66
1901,194857.33
1902,183268.92
1903,209348.34
1904,161452.65
1905,205739.53
1906,170468.49
1907,238445.79
1908,115469.06
1909,130566.29
1910,120195.5
1911,239014.88
1912,333389.63
1913,162543.57
1914,48265.3
1915,348462.93
1916,36942.88
1917,230336.78
1918,131495.56
1919,159477.17
1920,164478.77
1921,391715.47
1922,339024.36
1923,236345.45
1924,230195.49
1925,204329.04
1926,384899.46
1927,122790.98
1928,169233.43
1929,115957.6
1930,118015.51
1931,129485.01
1932,130767.44
1933,202927.92
1934,186781.33
1935,169475.01
1936,211834.03
1937,173584.14
1938,169135.13
1939,270484.8
1940,202276.29
1941,168481.69
1942,166021.61
1943,236045.6
1944,381548.01
1945,416074.64
1946,154264.38
1947,314133.38
1948,187401.22
1949,248545.66
1950,184948.33
1951,247971.42
1952,204686.02
1953,174773.15
1954,180111.12
1955,136505.46
1956,281514.43
1957,159094.31
1958,261795.3
1959,135569.85
1960,93737.61
1961,120407.25
1962,93447.42
1963,108173.69
1964,106138.75
1965,134892.39
1966,141932.36
1967,311674.17
1968,417860.03
1969,394932.52
1970,404705.62
1971,451222.03
1972,365113.04
1973,293917.61
1974,341141.56
1975,491116.86
1976,275769.55
1977,360233.51
1978,348394.21
1979,320131.6
1980,201692.23
1981,351579.22
1982,211380.99
1983,195052.17
1984,180011.36
1985,233175.45
1986,207412.54
1987,209392.7
1988,168501.41
1989,190773.3
1990,207948.34
1991,234362.95
1992,222987.98
1993,154713.92
1994,239246.81
1995,185522.12
1996,272137.92
1997,314237.54
1998,319091.96
1999,297147.52
2000,312887.89
2001,275661.89
2002,246150.36
2003,244837.39
2004,278260.98
2005,215456.38
2006,223168.73
2007,242655.22
2008,237195.84
2009,209265.16
2010,193787.24
2011,131349.45
2012,174938.16
2013,180398.47
2014,185741.35
2015,217510.51
2016,196240.33
2017,195776.44
2018,97660.68
2019,129106.49
2020,73306.21
2021,85120.98
2022,203527.99
2023,148898.02
2024,283618.44
2025,352431.47
2026,168136.48
2027,154825.08
2028,157001.34
2029,175776.15
2030,256811.97
2031,230499.61
2032,251961.43
2033,248314.65
2034,173250.47
2035,234373.98
2036,195695.02
2037,215544.09
2038,316731.29
2039,230045.81
2040,324345.24
2041,311018.86
2042,205626.45
2043,180373.04
2044,177740.3
2045,205223.05
2046,156409.38
2047,139672.16
2048,135763.63
2049,135922.33
2050,162078.66
2051,96492.77
2052,111286.06
2053,141801.95
2054,81634.27
2055,175747.01
2056,129527.28
2057,92627.55
2058,217285.98
2059,121728.96
2060,181675.12
2061,172629.04
2062,122041.12
2063,109146.46
2064,136484.37
2065,68885.5
2066,167564.99
2067,111513.16
2068,154074.47
2069,88269.43
2070,111284.7
2071,97680.8
2072,136257.63
2073,114528.17
2074,193481.54
2075,173523.08
2076,117153.44
2077,168282.67
2078,128666.01
2079,124793.41
2080,119466.24
2081,121773.41
2082,137039.68
2083,156026.85
2084,101121.53
2085,112987.54
2086,114265.99
2087,121427.47
2088,102701.24
2089,72478.65
2090,113052.06
2091,106907.79
2092,124585.82
2093,151555.59
2094,115777.88
2095,162770.56
2096,77521.83
2097,87895.18
2098,162571.41
2099,31262.74
2100,52298.51
2101,109932.33
2102,118138.45
2103,96432.24
2104,137832.1
2105,138383.61
2106,57449.19
2107,190678.88
2108,119512.93
2109,116098.46
2110,138589.98
2111,149158.06
2112,143848.28
2113,116497.04
2114,110072.47
2115,170247.25
2116,117871.12
2117,153319.96
2118,119184.4
2119,123216.48
2120,97459.62
2121,117520.01
2122,123277.1
2123,90069.81
2124,169195.4
2125,128623.41
2126,157253.98
2127,182165.8
2128,131738.4
2129,48055.46
2130,143346.68
2131,127399.94
2132,114607.1
2133,130857.33
2134,117151.84
2135,97120.41
2136,61489.43
2137,110456.16
2138,132232.56
2139,139920.4
2140,141563.13
2141,164372.14
2142,128527.51
2143,159315.49
2144,144315.07
2145,140188.54
2146,192332.71
2147,134697.7
2148,118276.44
2149,135209.73
2150,231884.72
2151,119895.25
2152,211888.81
2153,185898.11
2154,105820.01
2155,143577.38
2156,268832.66
2157,233863.45
2158,241059.5
2159,218453.33
2160,187039.87
2161,226750.58
2162,381796.4
2163,356400.82
2164,245499.27
2165,211827.4
2166,155246.9
2167,227866.05
2168,197706.37
2169,192701.04
2170,216305.01
2171,153744.01
2172,129382.49
2173,192414.38
2174,224039.59
2175,274377.08
2176,309331.34
2177,243191.08
2178,207393.94
2179,128395.99
2180,232025.91
2181,197908.94
2182,223245.91
2183,187412.8
2184,121690.92
2185,115072.6
2186,156547.36
2187,143787.22
2188,152413.94
2189,320753.89
2190,88489.55
2191,61140.18
2192,79925.16
2193,128412.3
2194,94604.49
2195,112300.78
2196,108343.51
2197,116883.64
2198,163541.81
2199,168416.34
2200,156396.33
2201,152291.94
2202,204029.31
2203,138724.59
2204,197484.0
2205,134393.43
2206,154395.1
2207,225330.77
2208,258626.09
2209,273831.57
2210,129289.6
2211,122565.68
2212,126899.18
2213,103639.15
2214,141991.0
2215,98552.1
2216,166370.18
2217,66652.0
2218,71412.5
2219,46368.83
2220,14867.86
2221,349165.79
2222,305921.07
2223,282121.28
2224,202275.6
2225,120383.01
2226,193867.03
2227,187497.73
2228,282841.92
2229,248565.94
2230,158769.17
2231,218196.76
2232,182016.01
2233,182264.03
2234,240931.1
2235,232738.06
2236,252666.32
2237,307842.71
2238,193773.64
2239,115588.04
2240,149852.94
2241,145457.01
2242,128540.49
2243,120204.16
2244,103798.34
2245,125876.0
2246,135477.08
2247,126252.02
2248,122651.83
2249,110583.01
2250,121873.53
2251,77215.64
2252,198786.44
2253,158603.86
2254,179089.44
2255,187928.81
2256,164848.33
2257,211599.37
2258,144307.92
2259,175433.7
2260,128877.31
2261,220162.76
2262,243818.96
2263,385783.78
2264,481530.66
2265,161784.75
2266,323112.7
2267,400403.05
2268,464093.03
2269,148254.0
2270,181005.58
2271,216951.18
2272,175724.71
2273,150509.43
2274,185056.54
2275,165658.87
2276,200860.3
2277,187177.93
2278,153878.64
2279,129221.27
2280,106441.32
2281,147760.03
2282,166013.33
2283,111969.37
2284,121594.5
2285,151153.23
2286,121399.25
2287,388255.98
2288,291941.36
2289,359279.79
2290,442037.36
2291,349032.86
2292,417904.58
2293,468001.5
2294,392103.81
2295,457210.96
2296,291642.01
2297,382987.52
2298,368414.61
2299,352200.19
2300,330198.95
2301,327095.27
2302,258756.14
2303,244758.62
2304,261040.11
2305,212829.51
2306,201522.47
2307,205124.89
2308,229887.33
2309,298023.24
2310,208946.41
2311,210912.93
2312,180119.07
2313,167274.97
2314,191565.8
2315,181376.97
2316,206021.21
2317,196932.58
2318,189459.79
2319,191795.93
2320,183470.68
2321,240749.63
2322,197624.28
2323,201222.97
2324,175698.83
2325,210447.05
2326,164508.34
2327,199435.47
2328,221729.5
2329,189419.23
2330,181133.04
2331,332682.41
2332,383405.79
2333,318133.52
2334,274359.57
2335,288627.98
2336,315329.41
2337,201919.86
2338,254719.76
2339,210878.63
2340,392006.96
2341,203548.15
2342,226163.37
2343,219246.26
2344,216826.93
2345,226705.01
2346,217824.81
2347,210390.54
2348,250666.06
2349,207758.96
2350,305900.44
2351,288229.63
2352,245266.34
2353,260258.24
2354,168332.88
2355,155818.11
2356,144308.05
2357,191346.79
2358,202482.27
2359,121806.96
2360,110375.18
2361,151197.12
2362,275202.08
2363,136662.02
2364,147916.63
2365,201318.94
2366,191529.77
2367,219153.06
2368,223286.51
2369,205101.21
2370,166862.2
2371,165401.13
2372,195983.25
2373,284095.44
2374,307741.89
2375,246236.1
2376,298833.74
2377,349679.42
2378,152654.86
2379,226023.88
2380,143833.45
2381,174736.34
2382,199111.44
2383,196082.79
2384,238381.44
2385,149287.39
2386,130495.19
2387,124067.93
2388,99090.61
2389,106223.49
2390,155042.05
2391,142548.52
2392,115309.37
2393,172031.99
2394,151397.48
2395,207585.28
2396,126289.46
2397,219260.54
2398,123564.67
2399,79341.49
2400,58800.96
2401,140117.32
2402,133440.62
2403,144533.77
2404,144932.14
2405,155616.99
2406,140710.64
2407,124678.09
2408,126607.01
2409,103510.29
2410,176447.88
2411,110273.19
2412,159334.54
2413,120325.56
2414,167896.55
2415,137517.82
2416,129964.11
2417,133537.97
2418,135385.6
2419,126133.89
2420,116911.61
2421,150439.42
2422,111394.01
2423,123305.51
2424,136442.46
2425,224572.22
2426,134892.09
2427,127398.3
2428,188136.27
2429,93061.09
2430,126516.75
2431,102174.62
2432,151057.74
2433,148820.98
2434,142509.0
2435,170391.65
2436,109077.26
2437,96370.97
2438,114243.64
2439,94873.61
2440,124503.45
2441,97691.01
2442,89179.97
2443,139216.52
2444,129931.7
2445,74596.58
2446,137223.14
2447,183320.52
2448,123795.26
2449,105711.12
2450,157160.03
2451,111023.9
2452,200053.14
2453,96378.67
2454,117396.83
2455,114071.32
2456,163087.7
2457,150302.04
2458,135538.6
2459,123081.45
2460,141701.81
2461,123358.75
2462,134455.34
2463,126416.22
2464,194682.5
2465,138257.18
2466,117788.9
2467,110093.94
2468,85231.09
2469,90366.85
2470,214398.93
2471,223269.0
2472,182318.93
2473,124457.09
2474,58363.56
2475,215745.61
2476,112209.02
2477,119384.72
2478,160404.96
2479,101176.18
2480,163645.1
2481,121889.47
2482,111249.3
2483,97346.01
2484,123795.21
2485,123316.42
2486,167988.08
2487,193562.83
2488,157624.53
2489,158957.33
2490,133419.15
2491,89904.45
2492,185218.19
2493,143468.09
2494,142777.75
2495,67950.34
2496,219487.76
2497,163535.12
2498,107401.31
2499,82713.46
2500,124760.17
2501,143100.31
2502,149449.05
2503,101671.73
2504,217277.15
2505,232457.47
2506,251202.29
2507,279038.66
2508,248367.57
2509,210512.18
2510,203514.03
2511,175129.92
2512,218851.18
2513,218286.72
2514,278678.4
2515,158588.7
2516,168628.26
2517,150328.02
2518,147121.61
2519,245850.06
2520,217986.88
2521,186764.66
2522,221375.1
2523,117382.05
2524,135018.09
2525,151498.66
2526,152586.79
2527,110682.76
2528,149845.35
2529,20117.66
2530,117805.84
2531,268768.1
2532,220984.54
2533,196995.05
2534,243823.04
2535,281810.8
2536,221242.76
2537,257254.06
2538,187182.33
2539,183671.33
2540,185068.9
2541,172901.9
2542,163737.46
2543,110631.81
2544,126171.35
2545,132129.61
2546,129885.11
2547,142739.5
2548,160845.21
2549,163750.56
2550,735666.79
2551,141857.37
2552,142676.14
2553,70226.7
2554,78412.68
2555,109311.66
2556,93097.62
2557,101892.7
2558,181979.25
2559,159800.48
2560,162205.84
2561,151150.06
2562,166980.15
2563,162255.27
2564,197254.35
2565,166489.0
2566,181319.18
2567,145063.1
2568,224052.59
2569,242137.39
2570,117515.96
2571,209775.43
2572,173472.21
2573,234699.14
2574,283047.56
2575,132652.82
2576,205320.93
2577,172336.35
2578,72317.21
2579,41693.35
2580,98582.43
2581,128647.56
2582,120408.39
2583,295065.07
2584,186802.98
2585,182595.1
2586,222105.05
2587,203479.08
2588,142985.45
2589,144492.13
2590,194304.38
2591,231172.48
2592,221123.33
2593,246589.91
2594,170438.25
2595,208475.83
2596,288980.57
2597,195459.39
2598,281967.07
2599,379014.96
2600,196142.89
2601,124135.31
2602,71466.67
2603,96119.16
2604,89472.58
2605,67969.55
2606,131745.47
2607,207437.55
2608,185833.66
2609,153401.56
2610,101722.57
2611,232683.14
2612,151608.25
2613,117402.55
2614,106223.4
2615,160208.61
2616,146174.24
2617,212950.94
2618,196855.64
2619,210342.96
2620,190702.65
2621,174099.2
2622,184566.3
2623,232508.61
2624,287568.98
2625,308132.05
2626,166296.98
2627,181321.66
2628,475857.5
2629,503285.57
2630,387124.66
2631,470336.3
2632,415907.42
2633,320715.61
2634,432692.64
2635,140631.67
2636,171291.37
2637,196446.17
2638,279660.28
2639,184323.53
2640,152633.12
